Area Code,Area Code (M49),Area,Item Code,Item,Element Code,Element,Year Code,Year,Unit,Value,Flag,Note,Max Year Code
48,'188,Costa Rica,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),6121,Value,2022,2022,%,9.5,X,,2022
48,'188,Costa Rica,21026,Percentage of children under 5 years affected by wasting (percent),6121,Value,2022,2022,%,,X,,2022
48,'188,Costa Rica,21031,Per capita food supply variability (kcal/cap/day),6128,Value,2023,2023,kcal/cap/d,47,E,,2023
48,'188,Costa Rica,21032,Political stability and absence of violence/terrorism (index),6125,Value,2022,2022,,0.95,X,,2022
48,'188,Costa Rica,21033,Value of food imports in total merchandise exports (percent) (3-year average),6121,Value,20202022,2020-2022,%,13,E,,20202022
48,'188,Costa Rica,21034,Percent of arable land equipped for irrigation (percent) (3-year average),6121,Value,20202022,2020-2022,%,3.1,E,,20202022
48,'188,Costa Rica,21035,Cereal import dependency ratio (percent) (3-year average),6121,Value,20202022,2020-2022,%,92.6,E,,20202022
48,'188,Costa Rica,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),6121,Value,20212023,2021-2023,%,3.1,A,Official estimate integrated with FAO data,20212023
48,'188,Costa Rica,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20212023,2021-2023,%,2.8,A,Official estimate integrated with FAO data,20212023
48,'188,Costa Rica,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20212023,2021-2023,%,3.4,A,Official estimate integrated with FAO data,20212023
48,'188,Costa Rica,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),6121,Value,20212023,2021-2023,%,2.6,A,Official estimate integrated with FAO data,20212023
48,'188,Costa Rica,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20212023,2021-2023,%,2.3,A,Official estimate integrated with FAO data,20212023
48,'188,Costa Rica,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20212023,2021-2023,%,2.9,A,Official estimate integrated with FAO data,20212023
48,'188,Costa Rica,21041,Percentage of children under 5 years of age who are overweight (modelled estimates) (percent),6121,Value,2022,2022,%,7.6,X,,2022
48,'188,Costa Rica,21042,Prevalence of obesity in the adult population (18 years and older) (percent),6121,Value,2022,2022,%,31.4,X,,2022
48,'188,Costa Rica,210420,Number of obese adults (18 years and older) (million),6132,Value,2022,2022,million No,1.2,X,,2022
48,'188,Costa Rica,21043,Prevalence of anemia among women of reproductive age (15-49 years) (percent),6121,Value,2019,2019,%,13.7,X,,2019
48,'188,Costa Rica,21044,Prevalence of exclusive breastfeeding among infants 0-5 months of age (percent),6121,Value,2022,2022,%,,X,,2022
48,'188,Costa Rica,21045,Percentage of population using safely managed drinking water services (percent),6121,Value,2022,2022,%,80,X,,2022
48,'188,Costa Rica,21046,Percentage of population using safely managed sanitation services (percent),6121,Value,2022,2022,%,25,X,,2022
48,'188,Costa Rica,21047,Percentage of population using at least basic drinking water services (percent),6121,Value,2022,2022,%,99,X,,2022
48,'188,Costa Rica,21048,Percentage of population using at least basic sanitation services (percent),6121,Value,2022,2022,%,98,X,,2022
48,'188,Costa Rica,21049,Prevalence of low birthweight (percent),6121,Value,2020,2020,%,8.7,X,,2020
48,'188,Costa Rica,21056,Minimum dietary energy requirement  (kcal/cap/day),6128,Value,2023,2023,kcal/cap/d,1894,E,,2023
48,'188,Costa Rica,21057,Average dietary energy requirement (kcal/cap/day),6128,Value,2023,2023,kcal/cap/d,2456,E,,2023
48,'188,Costa Rica,21058,Coefficient of variation of habitual caloric consumption distribution (real number),6173,Value,2023,2023,No,0.19,E,,2023
48,'188,Costa Rica,21059,Incidence of caloric losses at retail distribution level (percent),6121,Value,2023,2023,%,2.65,E,,2023
48,'188,Costa Rica,21061,Average fat supply (g/cap/day) (3-year average),6123,Value,20202022,2020-2022,g/cap/d,109.1,E,,20202022
48,'188,Costa Rica,22000,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average),6128,Value,20212023,2021-2023,kcal/cap/d,2974,E,,20212023
48,'188,Costa Rica,220001,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day),6128,Value,2023,2023,kcal/cap/d,2995,E,Imputed value,2023
48,'188,Costa Rica,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",6126,Value,2022,2022,Int$/cap,24650.5,X,,2022
53,'204,Benin,210041,Prevalence of undernourishment (percent) (3-year average),6121,Value,20212023,2021-2023,%,10.3,E,,20212023
53,'204,Benin,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),6121,Value,20212023,2021-2023,%,64.2,A,Official estimate integrated with FAO data,20212023
53,'204,Benin,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20212023,2021-2023,%,62.1,A,Official estimate integrated with FAO data,20212023
53,'204,Benin,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20212023,2021-2023,%,66.2,A,Official estimate integrated with FAO data,20212023
53,'204,Benin,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),6121,Value,20212023,2021-2023,%,62.4,A,Official estimate integrated with FAO data,20212023
53,'204,Benin,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20212023,2021-2023,%,60.2,A,Official estimate integrated with FAO data,20212023
53,'204,Benin,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20212023,2021-2023,%,64.5,A,Official estimate integrated with FAO data,20212023
53,'204,Benin,21010,Average dietary energy supply adequacy (percent) (3-year average),6121,Value,20212023,2021-2023,%,126,E,,20212023
53,'204,Benin,21012,"Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)",6121,Value,20202022,2020-2022,%,64,E,,20202022
53,'204,Benin,21013,Average protein supply (g/cap/day) (3-year average),6123,Value,20202022,2020-2022,g/cap/d,70.4,E,,20202022
53,'204,Benin,21014,Average supply of protein of animal origin (g/cap/day) (3-year average),6123,Value,20202022,2020-2022,g/cap/d,13.8,E,,20202022
53,'204,Benin,21016,Rail lines density (total route in km per 100 square km of land area),6124,Value,2006,2006,km,0.7,X,,2006
53,'204,Benin,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),6121,Value,2022,2022,%,30.4,X,,2022
53,'204,Benin,21026,Percentage of children under 5 years affected by wasting (percent),6121,Value,2022,2022,%,,X,,2022
53,'204,Benin,21031,Per capita food supply variability (kcal/cap/day),6128,Value,2023,2023,kcal/cap/d,42,E,,2023
53,'204,Benin,21032,Political stability and absence of violence/terrorism (index),6125,Value,2022,2022,,-0.35,X,,2022
53,'204,Benin,21033,Value of food imports in total merchandise exports (percent) (3-year average),6121,Value,20202022,2020-2022,%,30,E,,20202022
53,'204,Benin,21034,Percent of arable land equipped for irrigation (percent) (3-year average),6121,Value,20202022,2020-2022,%,0.5,E,,20202022
53,'204,Benin,21035,Cereal import dependency ratio (percent) (3-year average),6121,Value,20202022,2020-2022,%,46.4,E,,20202022
53,'204,Benin,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),6121,Value,20212023,2021-2023,%,16.2,A,Official estimate integrated with FAO data,20212023
53,'204,Benin,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20212023,2021-2023,%,14.8,A,Official estimate integrated with FAO data,20212023
53,'204,Benin,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20212023,2021-2023,%,17.6,A,Official estimate integrated with FAO data,20212023
53,'204,Benin,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),6121,Value,20212023,2021-2023,%,15.4,A,Official estimate integrated with FAO data,20212023
53,'204,Benin,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20212023,2021-2023,%,13.9,A,Official estimate integrated with FAO data,20212023
53,'204,Benin,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20212023,2021-2023,%,16.9,A,Official estimate integrated with FAO data,20212023
53,'204,Benin,21041,Percentage of children under 5 years of age who are overweight (modelled estimates) (percent),6121,Value,2022,2022,%,2.2,X,,2022
53,'204,Benin,21042,Prevalence of obesity in the adult population (18 years and older) (percent),6121,Value,2022,2022,%,11.2,X,,2022
53,'204,Benin,210420,Number of obese adults (18 years and older) (million),6132,Value,2022,2022,million No,0.8,X,,2022
53,'204,Benin,21043,Prevalence of anemia among women of reproductive age (15-49 years) (percent),6121,Value,2019,2019,%,55.2,X,,2019
53,'204,Benin,21044,Prevalence of exclusive breastfeeding among infants 0-5 months of age (percent),6121,Value,2022,2022,%,,X,,2022
53,'204,Benin,21046,Percentage of population using safely managed sanitation services (percent),6121,Value,2022,2022,%,3,X,,2022
53,'204,Benin,21047,Percentage of population using at least basic drinking water services (percent),6121,Value,2022,2022,%,67,X,,2022
53,'204,Benin,21048,Percentage of population using at least basic sanitation services (percent),6121,Value,2022,2022,%,20,X,,2022
53,'204,Benin,21049,Prevalence of low birthweight (percent),6121,Value,2020,2020,%,16.4,X,,2020
53,'204,Benin,21056,Minimum dietary energy requirement  (kcal/cap/day),6128,Value,2023,2023,kcal/cap/d,1722,E,,2023
53,'204,Benin,21057,Average dietary energy requirement (kcal/cap/day),6128,Value,2023,2023,kcal/cap/d,2217,E,,2023
53,'204,Benin,21058,Coefficient of variation of habitual caloric consumption distribution (real number),6173,Value,2023,2023,No,0.33,E,,2023
53,'204,Benin,21059,Incidence of caloric losses at retail distribution level (percent),6121,Value,2023,2023,%,3.15,E,,2023
53,'204,Benin,21061,Average fat supply (g/cap/day) (3-year average),6123,Value,20202022,2020-2022,g/cap/d,61.9,E,,20202022
53,'204,Benin,22000,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average),6128,Value,20212023,2021-2023,kcal/cap/d,2782,E,,20212023
53,'204,Benin,220001,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day),6128,Value,2023,2023,kcal/cap/d,2784,E,Imputed value,2023
53,'204,Benin,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",6126,Value,2022,2022,Int$/cap,3697.6,X,,2022
83,'296,Kiribati,210041,Prevalence of undernourishment (percent) (3-year average),6121,Value,20212023,2021-2023,%,3.7,E,,20212023
83,'296,Kiribati,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),6121,Value,20212023,2021-2023,%,41,A,FAO data,20212023
83,'296,Kiribati,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20212023,2021-2023,%,36.8,A,FAO data,20212023
83,'296,Kiribati,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20212023,2021-2023,%,45.2,A,FAO data,20212023
83,'296,Kiribati,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),6121,Value,20212023,2021-2023,%,41,A,FAO data,20212023
83,'296,Kiribati,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20212023,2021-2023,%,36.8,A,FAO data,20212023
83,'296,Kiribati,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20212023,2021-2023,%,45.2,A,FAO data,20212023
83,'296,Kiribati,21010,Average dietary energy supply adequacy (percent) (3-year average),6121,Value,20212023,2021-2023,%,140,E,,20212023
83,'296,Kiribati,21012,"Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)",6121,Value,20202022,2020-2022,%,33,E,,20202022
83,'296,Kiribati,21013,Average protein supply (g/cap/day) (3-year average),6123,Value,20202022,2020-2022,g/cap/d,85.1,E,,20202022
83,'296,Kiribati,21014,Average supply of protein of animal origin (g/cap/day) (3-year average),6123,Value,20202022,2020-2022,g/cap/d,46.1,E,,20202022
83,'296,Kiribati,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),6121,Value,2022,2022,%,14.2,X,,2022
83,'296,Kiribati,21026,Percentage of children under 5 years affected by wasting (percent),6121,Value,2022,2022,%,,X,,2022
83,'296,Kiribati,21031,Per capita food supply variability (kcal/cap/day),6128,Value,2023,2023,kcal/cap/d,23,E,,2023
83,'296,Kiribati,21032,Political stability and absence of violence/terrorism (index),6125,Value,2022,2022,,1.12,X,,2022
83,'296,Kiribati,21033,Value of food imports in total merchandise exports (percent) (3-year average),6121,Value,20202022,2020-2022,%,445,E,,20202022
83,'296,Kiribati,21034,Percent of arable land equipped for irrigation (percent) (3-year average),6121,Value,20202022,2020-2022,%,,E,,20202022
83,'296,Kiribati,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),6121,Value,20212023,2021-2023,%,8,A,FAO data,20212023
83,'296,Kiribati,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20212023,2021-2023,%,5.8,A,FAO data,20212023
83,'296,Kiribati,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20212023,2021-2023,%,10,A,FAO data,20212023
83,'296,Kiribati,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),6121,Value,20212023,2021-2023,%,8,A,FAO data,20212023
83,'296,Kiribati,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20212023,2021-2023,%,5.8,A,FAO data,20212023
83,'296,Kiribati,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20212023,2021-2023,%,10,A,FAO data,20212023
83,'296,Kiribati,21041,Percentage of children under 5 years of age who are overweight (modelled estimates) (percent),6121,Value,2022,2022,%,2,X,,2022
83,'296,Kiribati,21042,Prevalence of obesity in the adult population (18 years and older) (percent),6121,Value,2022,2022,%,46.3,X,,2022
83,'296,Kiribati,210420,Number of obese adults (18 years and older) (million),6132,Value,2022,2022,million No,<0.1,X,,2022
83,'296,Kiribati,21043,Prevalence of anemia among women of reproductive age (15-49 years) (percent),6121,Value,2019,2019,%,32.6,X,,2019
83,'296,Kiribati,21044,Prevalence of exclusive breastfeeding among infants 0-5 months of age (percent),6121,Value,2022,2022,%,,X,,2022
83,'296,Kiribati,21045,Percentage of population using safely managed drinking water services (percent),6121,Value,2022,2022,%,14,X,,2022
83,'296,Kiribati,21046,Percentage of population using safely managed sanitation services (percent),6121,Value,2022,2022,%,25,X,,2022
83,'296,Kiribati,21047,Percentage of population using at least basic drinking water services (percent),6121,Value,2022,2022,%,76,X,,2022
83,'296,Kiribati,21048,Percentage of population using at least basic sanitation services (percent),6121,Value,2022,2022,%,45,X,,2022
83,'296,Kiribati,21049,Prevalence of low birthweight (percent),6121,Value,2020,2020,%,9,X,,2020
83,'296,Kiribati,21056,Minimum dietary energy requirement  (kcal/cap/day),6128,Value,2023,2023,kcal/cap/d,1746,E,,2023
83,'296,Kiribati,21057,Average dietary energy requirement (kcal/cap/day),6128,Value,2023,2023,kcal/cap/d,2233,E,,2023
83,'296,Kiribati,21058,Coefficient of variation of habitual caloric consumption distribution (real number),6173,Value,2023,2023,No,0.29,E,,2023
83,'296,Kiribati,21059,Incidence of caloric losses at retail distribution level (percent),6121,Value,2023,2023,%,2.25,E,,2023
83,'296,Kiribati,21061,Average fat supply (g/cap/day) (3-year average),6123,Value,20202022,2020-2022,g/cap/d,126.6,E,,20202022
83,'296,Kiribati,22000,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average),6128,Value,20212023,2021-2023,kcal/cap/d,3119,E,,20212023
83,'296,Kiribati,220001,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day),6128,Value,2023,2023,kcal/cap/d,3121,E,Imputed value,2023
83,'296,Kiribati,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",6126,Value,2022,2022,Int$/cap,2209.9,X,,2022
89,'320,Guatemala,210041,Prevalence of undernourishment (percent) (3-year average),6121,Value,20212023,2021-2023,%,12.6,E,,20212023
89,'320,Guatemala,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),6121,Value,20212023,2021-2023,%,65.6,A,FAO data,20212023
89,'320,Guatemala,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20212023,2021-2023,%,63,A,FAO data,20212023
89,'320,Guatemala,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20212023,2021-2023,%,68.2,A,FAO data,20212023
89,'320,Guatemala,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),6121,Value,20212023,2021-2023,%,54,A,FAO data,20212023
89,'320,Guatemala,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20212023,2021-2023,%,50.8,A,FAO data,20212023
89,'320,Guatemala,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20212023,2021-2023,%,57.2,A,FAO data,20212023
89,'320,Guatemala,21010,Average dietary energy supply adequacy (percent) (3-year average),6121,Value,20212023,2021-2023,%,125,E,,20212023
89,'320,Guatemala,21012,"Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)",6121,Value,20202022,2020-2022,%,44,E,,20202022
89,'320,Guatemala,21013,Average protein supply (g/cap/day) (3-year average),6123,Value,20202022,2020-2022,g/cap/d,71,E,,20202022
89,'320,Guatemala,21014,Average supply of protein of animal origin (g/cap/day) (3-year average),6123,Value,20202022,2020-2022,g/cap/d,29.7,E,,20202022
89,'320,Guatemala,21016,Rail lines density (total route in km per 100 square km of land area),6124,Value,2004,2004,km,0.8,X,,2004
89,'320,Guatemala,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),6121,Value,2022,2022,%,43.5,X,,2022
89,'320,Guatemala,21026,Percentage of children under 5 years affected by wasting (percent),6121,Value,2022,2022,%,,X,,2022
89,'320,Guatemala,21031,Per capita food supply variability (kcal/cap/day),6128,Value,2023,2023,kcal/cap/d,38,E,,2023
89,'320,Guatemala,21032,Political stability and absence of violence/terrorism (index),6125,Value,2022,2022,,-0.3,X,,2022
89,'320,Guatemala,21033,Value of food imports in total merchandise exports (percent) (3-year average),6121,Value,20202022,2020-2022,%,26,E,,20202022
89,'320,Guatemala,21034,Percent of arable land equipped for irrigation (percent) (3-year average),6121,Value,20202022,2020-2022,%,3.1,E,,20202022
89,'320,Guatemala,21035,Cereal import dependency ratio (percent) (3-year average),6121,Value,20202022,2020-2022,%,54.8,E,,20202022
89,'320,Guatemala,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),6121,Value,20212023,2021-2023,%,22.6,A,FAO data,20212023
89,'320,Guatemala,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20212023,2021-2023,%,20.7,A,FAO data,20212023
89,'320,Guatemala,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20212023,2021-2023,%,24.4,A,FAO data,20212023
89,'320,Guatemala,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),6121,Value,20212023,2021-2023,%,19.6,A,FAO data,20212023
89,'320,Guatemala,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20212023,2021-2023,%,17.5,A,FAO data,20212023
89,'320,Guatemala,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20212023,2021-2023,%,21.8,A,FAO data,20212023
89,'320,Guatemala,21041,Percentage of children under 5 years of age who are overweight (modelled estimates) (percent),6121,Value,2022,2022,%,4.8,X,,2022
89,'320,Guatemala,21042,Prevalence of obesity in the adult population (18 years and older) (percent),6121,Value,2022,2022,%,26.8,X,,2022
89,'320,Guatemala,210420,Number of obese adults (18 years and older) (million),6132,Value,2022,2022,million No,2.9,X,,2022
89,'320,Guatemala,21043,Prevalence of anemia among women of reproductive age (15-49 years) (percent),6121,Value,2019,2019,%,7.4,X,,2019
89,'320,Guatemala,21044,Prevalence of exclusive breastfeeding among infants 0-5 months of age (percent),6121,Value,2022,2022,%,,X,,2022
89,'320,Guatemala,21045,Percentage of population using safely managed drinking water services (percent),6121,Value,2022,2022,%,56,X,,2022
89,'320,Guatemala,21047,Percentage of population using at least basic drinking water services (percent),6121,Value,2022,2022,%,95,X,,2022
89,'320,Guatemala,21048,Percentage of population using at least basic sanitation services (percent),6121,Value,2022,2022,%,70,X,,2022
89,'320,Guatemala,21049,Prevalence of low birthweight (percent),6121,Value,2020,2020,%,14.5,X,,2020
89,'320,Guatemala,21056,Minimum dietary energy requirement  (kcal/cap/day),6128,Value,2023,2023,kcal/cap/d,1728,E,,2023
89,'320,Guatemala,21057,Average dietary energy requirement (kcal/cap/day),6128,Value,2023,2023,kcal/cap/d,2229,E,,2023
89,'320,Guatemala,21058,Coefficient of variation of habitual caloric consumption distribution (real number),6173,Value,2023,2023,No,0.35,E,,2023
89,'320,Guatemala,21059,Incidence of caloric losses at retail distribution level (percent),6121,Value,2023,2023,%,3.12,E,,2023
89,'320,Guatemala,21061,Average fat supply (g/cap/day) (3-year average),6123,Value,20202022,2020-2022,g/cap/d,67.8,E,,20202022
89,'320,Guatemala,22000,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average),6128,Value,20212023,2021-2023,kcal/cap/d,2781,E,,20212023
89,'320,Guatemala,220001,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day),6128,Value,2023,2023,kcal/cap/d,2806,E,Imputed value,2023
89,'320,Guatemala,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",6126,Value,2022,2022,Int$/cap,12424.8,X,,2022
100,'356,India,210041,Prevalence of undernourishment (percent) (3-year average),6121,Value,20212023,2021-2023,%,13.7,E,,20212023
100,'356,India,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),6121,Value,20212023,2021-2023,%,,Q,,20212023
100,'356,India,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20212023,2021-2023,%,,Q,,20212023
100,'356,India,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20212023,2021-2023,%,,Q,,20212023
100,'356,India,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),6121,Value,20212023,2021-2023,%,,Q,,20212023
100,'356,India,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20212023,2021-2023,%,,Q,,20212023
100,'356,India,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20212023,2021-2023,%,,Q,,20212023
100,'356,India,21010,Average dietary energy supply adequacy (percent) (3-year average),6121,Value,20212023,2021-2023,%,111,E,,20212023
100,'356,India,21012,"Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)",6121,Value,20202022,2020-2022,%,54,E,,20202022
100,'356,India,21013,Average protein supply (g/cap/day) (3-year average),6123,Value,20202022,2020-2022,g/cap/d,71.3,E,,20202022
100,'356,India,21014,Average supply of protein of animal origin (g/cap/day) (3-year average),6123,Value,20202022,2020-2022,g/cap/d,18.4,E,,20202022
100,'356,India,21016,Rail lines density (total route in km per 100 square km of land area),6124,Value,2021,2021,km,2.1,X,,2021
100,'356,India,21025,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),6121,Value,2022,2022,%,31.7,X,,2022
100,'356,India,21026,Percentage of children under 5 years affected by wasting (percent),6121,Value,2022,2022,%,,X,,2022
100,'356,India,21031,Per capita food supply variability (kcal/cap/day),6128,Value,2023,2023,kcal/cap/d,11,E,,2023
100,'356,India,21032,Political stability and absence of violence/terrorism (index),6125,Value,2022,2022,,-0.57,X,,2022
100,'356,India,21033,Value of food imports in total merchandise exports (percent) (3-year average),6121,Value,20202022,2020-2022,%,7,E,,20202022
100,'356,India,21034,Percent of arable land equipped for irrigation (percent) (3-year average),6121,Value,20202022,2020-2022,%,25.4,E,,20202022
100,'356,India,21035,Cereal import dependency ratio (percent) (3-year average),6121,Value,20202022,2020-2022,%,-12.3,E,,20202022
100,'356,India,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),6121,Value,20212023,2021-2023,%,,Q,,20212023
100,'356,India,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20212023,2021-2023,%,,Q,,20212023
100,'356,India,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20212023,2021-2023,%,,Q,,20212023
100,'356,India,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),6121,Value,20212023,2021-2023,%,,Q,,20212023
100,'356,India,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20212023,2021-2023,%,,Q,,20212023
100,'356,India,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20212023,2021-2023,%,,Q,,20212023
100,'356,India,21041,Percentage of children under 5 years of age who are overweight (modelled estimates) (percent),6121,Value,2022,2022,%,2.8,X,,2022
100,'356,India,21042,Prevalence of obesity in the adult population (18 years and older) (percent),6121,Value,2022,2022,%,7.3,X,,2022
100,'356,India,210420,Number of obese adults (18 years and older) (million),6132,Value,2022,2022,million No,71.4,X,,2022
100,'356,India,21043,Prevalence of anemia among women of reproductive age (15-49 years) (percent),6121,Value,2019,2019,%,53,X,,2019
100,'356,India,21044,Prevalence of exclusive breastfeeding among infants 0-5 months of age (percent),6121,Value,2022,2022,%,,X,,2022
100,'356,India,21046,Percentage of population using safely managed sanitation services (percent),6121,Value,2022,2022,%,52,X,,2022
100,'356,India,21047,Percentage of population using at least basic drinking water services (percent),6121,Value,2022,2022,%,93,X,,2022
100,'356,India,21048,Percentage of population using at least basic sanitation services (percent),6121,Value,2022,2022,%,78,X,,2022
100,'356,India,21049,Prevalence of low birthweight (percent),6121,Value,2020,2020,%,27.4,X,The UNICEF-WHO low birthweight estimates are derived through standard methodology applied to all countries to ensure comparability and are not the official statistics of the Government of India. India's most recent national official low birthweight preval,2020
100,'356,India,21056,Minimum dietary energy requirement  (kcal/cap/day),6128,Value,2023,2023,kcal/cap/d,1806,E,,2023
100,'356,India,21057,Average dietary energy requirement (kcal/cap/day),6128,Value,2023,2023,kcal/cap/d,2336,E,,2023
100,'356,India,21058,Coefficient of variation of habitual caloric consumption distribution (real number),6173,Value,2023,2023,No,0.27,E,,2023
100,'356,India,21059,Incidence of caloric losses at retail distribution level (percent),6121,Value,2023,2023,%,2.99,E,,2023
100,'356,India,21061,Average fat supply (g/cap/day) (3-year average),6123,Value,20202022,2020-2022,g/cap/d,61.1,E,,20202022
100,'356,India,22000,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average),6128,Value,20212023,2021-2023,kcal/cap/d,2588,E,,20212023
100,'356,India,220001,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day),6128,Value,2023,2023,kcal/cap/d,2614,E,Imputed value,2023
100,'356,India,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",6126,Value,2022,2022,Int$/cap,8568.6,X,,2022
107,'384,Côte d'Ivoire,210041,Prevalence of undernourishment (percent) (3-year average),6121,Value,20212023,2021-2023,%,9.6,E,,20212023
