Survey Code,Survey,Geographic Level Code,Geographic Level,Food Group Code,Food Group,Indicator Code,Indicator,Element Code,Element,Unit,Value,Flag,Note,Area,Year Code,Max Year Code
032_2018,Argentina - 2018,10000,National,FG0,All food groups,3305,Carbohydrate (available) apparent intake,6123A,Average,g/cap/d,216.6,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG0,All food groups,3305,Carbohydrate (available) apparent intake,61231,Confidence interval: Lower bound,g/cap/d,163.5,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG0,All food groups,3305,Carbohydrate (available) apparent intake,61232,Confidence interval: Upper bound,g/cap/d,269.6,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FGD,All food groups (excluding beverages),3305,Carbohydrate (available) apparent intake,6123A,Average,g/cap/d,204.1,E,,Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG1,Cereals and their products,3305,Carbohydrate (available) apparent intake,6123A,Average,g/cap/d,101.3,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG1,Cereals and their products,3305,Carbohydrate (available) apparent intake,61231,Confidence interval: Lower bound,g/cap/d,87.1,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG1,Cereals and their products,3305,Carbohydrate (available) apparent intake,61232,Confidence interval: Upper bound,g/cap/d,115.5,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG2,"Roots, tubers, plantains and their products",3305,Carbohydrate (available) apparent intake,6123A,Average,g/cap/d,8.6,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG2,"Roots, tubers, plantains and their products",3305,Carbohydrate (available) apparent intake,61231,Confidence interval: Lower bound,g/cap/d,6.8,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG2,"Roots, tubers, plantains and their products",3305,Carbohydrate (available) apparent intake,61232,Confidence interval: Upper bound,g/cap/d,10.4,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG3,"Pulses, seeds and nuts and their products",3305,Carbohydrate (available) apparent intake,6123A,Average,g/cap/d,0.6,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG3,"Pulses, seeds and nuts and their products",3305,Carbohydrate (available) apparent intake,61231,Confidence interval: Lower bound,g/cap/d,0.3,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG3,"Pulses, seeds and nuts and their products",3305,Carbohydrate (available) apparent intake,61232,Confidence interval: Upper bound,g/cap/d,0.9,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG4,Milk and milk products,3305,Carbohydrate (available) apparent intake,6123A,Average,g/cap/d,6.7,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG4,Milk and milk products,3305,Carbohydrate (available) apparent intake,61231,Confidence interval: Lower bound,g/cap/d,5.1,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG4,Milk and milk products,3305,Carbohydrate (available) apparent intake,61232,Confidence interval: Upper bound,g/cap/d,8.2,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG5,Eggs and their products,3305,Carbohydrate (available) apparent intake,6123A,Average,g/cap/d,0.1,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG5,Eggs and their products,3305,Carbohydrate (available) apparent intake,61231,Confidence interval: Lower bound,g/cap/d,0.1,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG5,Eggs and their products,3305,Carbohydrate (available) apparent intake,61232,Confidence interval: Upper bound,g/cap/d,0.1,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG6,"Fish, shellfish and their products",3305,Carbohydrate (available) apparent intake,6123A,Average,g/cap/d,0,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG6,"Fish, shellfish and their products",3305,Carbohydrate (available) apparent intake,61231,Confidence interval: Lower bound,g/cap/d,0,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG6,"Fish, shellfish and their products",3305,Carbohydrate (available) apparent intake,61232,Confidence interval: Upper bound,g/cap/d,0.1,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG7,Meat and meat products,3305,Carbohydrate (available) apparent intake,6123A,Average,g/cap/d,8.3,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG7,Meat and meat products,3305,Carbohydrate (available) apparent intake,61231,Confidence interval: Lower bound,g/cap/d,5.2,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG7,Meat and meat products,3305,Carbohydrate (available) apparent intake,61232,Confidence interval: Upper bound,g/cap/d,11.5,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG9,Vegetables and their products,3305,Carbohydrate (available) apparent intake,6123A,Average,g/cap/d,4,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG9,Vegetables and their products,3305,Carbohydrate (available) apparent intake,61231,Confidence interval: Lower bound,g/cap/d,2.5,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG9,Vegetables and their products,3305,Carbohydrate (available) apparent intake,61232,Confidence interval: Upper bound,g/cap/d,5.4,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG10,Fruits and their products,3305,Carbohydrate (available) apparent intake,6123A,Average,g/cap/d,6.6,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG10,Fruits and their products,3305,Carbohydrate (available) apparent intake,61231,Confidence interval: Lower bound,g/cap/d,2.5,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG10,Fruits and their products,3305,Carbohydrate (available) apparent intake,61232,Confidence interval: Upper bound,g/cap/d,10.6,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG11,Fats and oils,3305,Carbohydrate (available) apparent intake,6123A,Average,g/cap/d,0,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG11,Fats and oils,3305,Carbohydrate (available) apparent intake,61231,Confidence interval: Lower bound,g/cap/d,0,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG11,Fats and oils,3305,Carbohydrate (available) apparent intake,61232,Confidence interval: Upper bound,g/cap/d,0,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG12,Sweets and sugars,3305,Carbohydrate (available) apparent intake,6123A,Average,g/cap/d,28.7,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG12,Sweets and sugars,3305,Carbohydrate (available) apparent intake,61231,Confidence interval: Lower bound,g/cap/d,20.3,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG12,Sweets and sugars,3305,Carbohydrate (available) apparent intake,61232,Confidence interval: Upper bound,g/cap/d,37.1,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG13,Spices and condiments,3305,Carbohydrate (available) apparent intake,6123A,Average,g/cap/d,1,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG13,Spices and condiments,3305,Carbohydrate (available) apparent intake,61231,Confidence interval: Lower bound,g/cap/d,0.6,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG13,Spices and condiments,3305,Carbohydrate (available) apparent intake,61232,Confidence interval: Upper bound,g/cap/d,1.4,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG14,Beverages,3305,Carbohydrate (available) apparent intake,6123A,Average,g/cap/d,12.5,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG14,Beverages,3305,Carbohydrate (available) apparent intake,61231,Confidence interval: Lower bound,g/cap/d,8.5,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG14,Beverages,3305,Carbohydrate (available) apparent intake,61232,Confidence interval: Upper bound,g/cap/d,16.5,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG15,Foods for particular nutritional uses,3305,Carbohydrate (available) apparent intake,6123A,Average,g/cap/d,0.1,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG15,Foods for particular nutritional uses,3305,Carbohydrate (available) apparent intake,61231,Confidence interval: Lower bound,g/cap/d,0,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG15,Foods for particular nutritional uses,3305,Carbohydrate (available) apparent intake,61232,Confidence interval: Upper bound,g/cap/d,0.1,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG17,Food additives,3305,Carbohydrate (available) apparent intake,6123A,Average,g/cap/d,0.6,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG17,Food additives,3305,Carbohydrate (available) apparent intake,61231,Confidence interval: Lower bound,g/cap/d,0.1,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG17,Food additives,3305,Carbohydrate (available) apparent intake,61232,Confidence interval: Upper bound,g/cap/d,1.2,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG18,Composite dishes,3305,Carbohydrate (available) apparent intake,6123A,Average,g/cap/d,15.7,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG18,Composite dishes,3305,Carbohydrate (available) apparent intake,61231,Confidence interval: Lower bound,g/cap/d,10.4,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG18,Composite dishes,3305,Carbohydrate (available) apparent intake,61232,Confidence interval: Upper bound,g/cap/d,21.1,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG19,Savoury snacks,3305,Carbohydrate (available) apparent intake,6123A,Average,g/cap/d,0.8,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG19,Savoury snacks,3305,Carbohydrate (available) apparent intake,61231,Confidence interval: Lower bound,g/cap/d,0.6,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG19,Savoury snacks,3305,Carbohydrate (available) apparent intake,61232,Confidence interval: Upper bound,g/cap/d,1,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG20,Miscellaneous,3305,Carbohydrate (available) apparent intake,6123A,Average,g/cap/d,20.9,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG20,Miscellaneous,3305,Carbohydrate (available) apparent intake,61231,Confidence interval: Lower bound,g/cap/d,13,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG20,Miscellaneous,3305,Carbohydrate (available) apparent intake,61232,Confidence interval: Upper bound,g/cap/d,28.9,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG0,All food groups,3306,Dietary Fibre apparent intake,6123A,Average,g/cap/d,12.1,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG0,All food groups,3306,Dietary Fibre apparent intake,61231,Confidence interval: Lower bound,g/cap/d,8.1,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG0,All food groups,3306,Dietary Fibre apparent intake,61232,Confidence interval: Upper bound,g/cap/d,16,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FGD,All food groups (excluding beverages),3306,Dietary Fibre apparent intake,6123A,Average,g/cap/d,11.5,E,,Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG1,Cereals and their products,3306,Dietary Fibre apparent intake,6123A,Average,g/cap/d,4.5,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG1,Cereals and their products,3306,Dietary Fibre apparent intake,61231,Confidence interval: Lower bound,g/cap/d,3.7,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG1,Cereals and their products,3306,Dietary Fibre apparent intake,61232,Confidence interval: Upper bound,g/cap/d,5.3,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG2,"Roots, tubers, plantains and their products",3306,Dietary Fibre apparent intake,6123A,Average,g/cap/d,0.7,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG2,"Roots, tubers, plantains and their products",3306,Dietary Fibre apparent intake,61231,Confidence interval: Lower bound,g/cap/d,0.6,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG2,"Roots, tubers, plantains and their products",3306,Dietary Fibre apparent intake,61232,Confidence interval: Upper bound,g/cap/d,0.9,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG3,"Pulses, seeds and nuts and their products",3306,Dietary Fibre apparent intake,6123A,Average,g/cap/d,0.2,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG3,"Pulses, seeds and nuts and their products",3306,Dietary Fibre apparent intake,61231,Confidence interval: Lower bound,g/cap/d,0.1,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG3,"Pulses, seeds and nuts and their products",3306,Dietary Fibre apparent intake,61232,Confidence interval: Upper bound,g/cap/d,0.3,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG4,Milk and milk products,3306,Dietary Fibre apparent intake,6123A,Average,g/cap/d,0,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG4,Milk and milk products,3306,Dietary Fibre apparent intake,61231,Confidence interval: Lower bound,g/cap/d,0,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG4,Milk and milk products,3306,Dietary Fibre apparent intake,61232,Confidence interval: Upper bound,g/cap/d,0.1,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG5,Eggs and their products,3306,Dietary Fibre apparent intake,6123A,Average,g/cap/d,0,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG6,"Fish, shellfish and their products",3306,Dietary Fibre apparent intake,6123A,Average,g/cap/d,0,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG6,"Fish, shellfish and their products",3306,Dietary Fibre apparent intake,61231,Confidence interval: Lower bound,g/cap/d,0,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG6,"Fish, shellfish and their products",3306,Dietary Fibre apparent intake,61232,Confidence interval: Upper bound,g/cap/d,0,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG7,Meat and meat products,3306,Dietary Fibre apparent intake,6123A,Average,g/cap/d,0.3,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG7,Meat and meat products,3306,Dietary Fibre apparent intake,61231,Confidence interval: Lower bound,g/cap/d,0.2,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG7,Meat and meat products,3306,Dietary Fibre apparent intake,61232,Confidence interval: Upper bound,g/cap/d,0.5,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG9,Vegetables and their products,3306,Dietary Fibre apparent intake,6123A,Average,g/cap/d,1.6,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG9,Vegetables and their products,3306,Dietary Fibre apparent intake,61231,Confidence interval: Lower bound,g/cap/d,0.9,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG9,Vegetables and their products,3306,Dietary Fibre apparent intake,61232,Confidence interval: Upper bound,g/cap/d,2.2,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG10,Fruits and their products,3306,Dietary Fibre apparent intake,6123A,Average,g/cap/d,1.1,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG10,Fruits and their products,3306,Dietary Fibre apparent intake,61231,Confidence interval: Lower bound,g/cap/d,0.4,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG10,Fruits and their products,3306,Dietary Fibre apparent intake,61232,Confidence interval: Upper bound,g/cap/d,1.8,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG11,Fats and oils,3306,Dietary Fibre apparent intake,6123A,Average,g/cap/d,0,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG12,Sweets and sugars,3306,Dietary Fibre apparent intake,6123A,Average,g/cap/d,0.3,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG12,Sweets and sugars,3306,Dietary Fibre apparent intake,61231,Confidence interval: Lower bound,g/cap/d,0.2,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG12,Sweets and sugars,3306,Dietary Fibre apparent intake,61232,Confidence interval: Upper bound,g/cap/d,0.5,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG13,Spices and condiments,3306,Dietary Fibre apparent intake,6123A,Average,g/cap/d,0.2,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG13,Spices and condiments,3306,Dietary Fibre apparent intake,61231,Confidence interval: Lower bound,g/cap/d,0.1,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG13,Spices and condiments,3306,Dietary Fibre apparent intake,61232,Confidence interval: Upper bound,g/cap/d,0.2,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG14,Beverages,3306,Dietary Fibre apparent intake,6123A,Average,g/cap/d,0.6,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG14,Beverages,3306,Dietary Fibre apparent intake,61231,Confidence interval: Lower bound,g/cap/d,0.4,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG14,Beverages,3306,Dietary Fibre apparent intake,61232,Confidence interval: Upper bound,g/cap/d,0.9,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG15,Foods for particular nutritional uses,3306,Dietary Fibre apparent intake,6123A,Average,g/cap/d,0,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG15,Foods for particular nutritional uses,3306,Dietary Fibre apparent intake,61231,Confidence interval: Lower bound,g/cap/d,0,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG15,Foods for particular nutritional uses,3306,Dietary Fibre apparent intake,61232,Confidence interval: Upper bound,g/cap/d,0,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG17,Food additives,3306,Dietary Fibre apparent intake,6123A,Average,g/cap/d,0,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG17,Food additives,3306,Dietary Fibre apparent intake,61231,Confidence interval: Lower bound,g/cap/d,0,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG17,Food additives,3306,Dietary Fibre apparent intake,61232,Confidence interval: Upper bound,g/cap/d,0,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG18,Composite dishes,3306,Dietary Fibre apparent intake,6123A,Average,g/cap/d,0.9,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG18,Composite dishes,3306,Dietary Fibre apparent intake,61231,Confidence interval: Lower bound,g/cap/d,0.6,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG18,Composite dishes,3306,Dietary Fibre apparent intake,61232,Confidence interval: Upper bound,g/cap/d,1.3,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG19,Savoury snacks,3306,Dietary Fibre apparent intake,6123A,Average,g/cap/d,0.1,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG19,Savoury snacks,3306,Dietary Fibre apparent intake,61231,Confidence interval: Lower bound,g/cap/d,0,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG19,Savoury snacks,3306,Dietary Fibre apparent intake,61232,Confidence interval: Upper bound,g/cap/d,0.1,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG20,Miscellaneous,3306,Dietary Fibre apparent intake,6123A,Average,g/cap/d,1.4,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG20,Miscellaneous,3306,Dietary Fibre apparent intake,61231,Confidence interval: Lower bound,g/cap/d,0.8,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG20,Miscellaneous,3306,Dietary Fibre apparent intake,61232,Confidence interval: Upper bound,g/cap/d,2,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG0,All food groups,3307,Calcium apparent intake,6209A,Average,mg/cap/d,495,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG0,All food groups,3307,Calcium apparent intake,62091,Confidence interval: Lower bound,mg/cap/d,321,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG0,All food groups,3307,Calcium apparent intake,62092,Confidence interval: Upper bound,mg/cap/d,670,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FGD,All food groups (excluding beverages),3307,Calcium apparent intake,6209A,Average,mg/cap/d,457,E,,Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG1,Cereals and their products,3307,Calcium apparent intake,6209A,Average,mg/cap/d,37,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG1,Cereals and their products,3307,Calcium apparent intake,62091,Confidence interval: Lower bound,mg/cap/d,29,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG1,Cereals and their products,3307,Calcium apparent intake,62092,Confidence interval: Upper bound,mg/cap/d,45,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
032_2018,Argentina - 2018,10000,National,FG2,"Roots, tubers, plantains and their products",3307,Calcium apparent intake,6209A,Average,mg/cap/d,3,E,"Encuesta de Gastos de los Hogares, November 2017 - November 2018.",Argentina,2018,2018
