Area,Food Group Indicator,Unit,Value
Burkina Faso,Calcium apparent intake of Fats and oils,mg/cap/d,0.0
Burkina Faso,Calcium apparent intake of Sweets and sugars,mg/cap/d,2.0
Burkina Faso,Calcium apparent intake of Spices and condiments,mg/cap/d,25.0
Burkina Faso,Calcium apparent intake of Beverages,mg/cap/d,29.0
Burkina Faso,Calcium apparent intake of Foods for particular nutritional uses,mg/cap/d,1.0
Burkina Faso,Calcium apparent intake of Food additives,mg/cap/d,0.0
Burkina Faso,Calcium apparent intake of Miscellaneous,mg/cap/d,71.0
Burkina Faso,Iron apparent intake of All food groups,mg/cap/d,23.7
Burkina Faso,Iron apparent intake of All food groups (excluding beverages),mg/cap/d,23.4
Burkina Faso,Iron apparent intake of Cereals and their products,mg/cap/d,16.5
Burkina Faso,"Iron apparent intake of Roots, tubers, plantains and their products",mg/cap/d,0.2
Burkina Faso,"Iron apparent intake of Pulses, seeds and nuts and their products",mg/cap/d,2.4
Burkina Faso,Iron apparent intake of Milk and milk products,mg/cap/d,0.0
Burkina Faso,Iron apparent intake of Eggs and their products,mg/cap/d,0.0
Burkina Faso,"Iron apparent intake of Fish, shellfish and their products",mg/cap/d,0.3
Burkina Faso,Iron apparent intake of Meat and meat products,mg/cap/d,0.2
Burkina Faso,Iron apparent intake of Vegetables and their products,mg/cap/d,1.0
Burkina Faso,Iron apparent intake of Fruits and their products,mg/cap/d,0.1
Burkina Faso,Iron apparent intake of Fats and oils,mg/cap/d,0.0
Burkina Faso,Iron apparent intake of Sweets and sugars,mg/cap/d,0.1
Burkina Faso,Iron apparent intake of Spices and condiments,mg/cap/d,0.5
Burkina Faso,Iron apparent intake of Beverages,mg/cap/d,0.3
Burkina Faso,Iron apparent intake of Foods for particular nutritional uses,mg/cap/d,0.0
Burkina Faso,Iron apparent intake of Food additives,mg/cap/d,0.0
Burkina Faso,Iron apparent intake of Miscellaneous,mg/cap/d,2.2
Burkina Faso,Zinc apparent intake of All food groups,mg/cap/d,10.59
Burkina Faso,Zinc apparent intake of All food groups (excluding beverages),mg/cap/d,10.45
Burkina Faso,Zinc apparent intake of Cereals and their products,mg/cap/d,6.5
Burkina Faso,"Zinc apparent intake of Roots, tubers, plantains and their products",mg/cap/d,0.07
Burkina Faso,"Zinc apparent intake of Pulses, seeds and nuts and their products",mg/cap/d,1.49
Burkina Faso,Zinc apparent intake of Milk and milk products,mg/cap/d,0.08
Burkina Faso,Zinc apparent intake of Eggs and their products,mg/cap/d,0.02
Burkina Faso,"Zinc apparent intake of Fish, shellfish and their products",mg/cap/d,0.24
Burkina Faso,Zinc apparent intake of Meat and meat products,mg/cap/d,0.28
Burkina Faso,Zinc apparent intake of Vegetables and their products,mg/cap/d,0.33
Burkina Faso,Zinc apparent intake of Fruits and their products,mg/cap/d,0.02
Burkina Faso,Zinc apparent intake of Fats and oils,mg/cap/d,0.01
Burkina Faso,Zinc apparent intake of Sweets and sugars,mg/cap/d,0.02
Burkina Faso,Zinc apparent intake of Spices and condiments,mg/cap/d,0.13
Burkina Faso,Zinc apparent intake of Beverages,mg/cap/d,0.14
Burkina Faso,Zinc apparent intake of Foods for particular nutritional uses,mg/cap/d,0.0
Burkina Faso,Zinc apparent intake of Food additives,mg/cap/d,0.01
Burkina Faso,Zinc apparent intake of Miscellaneous,mg/cap/d,1.26
Burkina Faso,Magnesium apparent intake of All food groups,mg/cap/d,543.0
Burkina Faso,Magnesium apparent intake of All food groups (excluding beverages),mg/cap/d,531.0
Burkina Faso,Magnesium apparent intake of Cereals and their products,mg/cap/d,333.0
Burkina Faso,"Magnesium apparent intake of Roots, tubers, plantains and their products",mg/cap/d,2.0
Burkina Faso,"Magnesium apparent intake of Pulses, seeds and nuts and their products",mg/cap/d,96.0
Burkina Faso,Magnesium apparent intake of Milk and milk products,mg/cap/d,2.0
Burkina Faso,Magnesium apparent intake of Eggs and their products,mg/cap/d,0.0
Burkina Faso,"Magnesium apparent intake of Fish, shellfish and their products",mg/cap/d,3.0
Burkina Faso,Magnesium apparent intake of Meat and meat products,mg/cap/d,2.0
Burkina Faso,Magnesium apparent intake of Vegetables and their products,mg/cap/d,34.0
Burkina Faso,Magnesium apparent intake of Fruits and their products,mg/cap/d,2.0
Burkina Faso,Magnesium apparent intake of Fats and oils,mg/cap/d,0.0
Burkina Faso,Magnesium apparent intake of Sweets and sugars,mg/cap/d,1.0
Burkina Faso,Magnesium apparent intake of Spices and condiments,mg/cap/d,7.0
Burkina Faso,Magnesium apparent intake of Beverages,mg/cap/d,12.0
Burkina Faso,Magnesium apparent intake of Foods for particular nutritional uses,mg/cap/d,0.0
Burkina Faso,Magnesium apparent intake of Food additives,mg/cap/d,0.0
Burkina Faso,Magnesium apparent intake of Miscellaneous,mg/cap/d,47.0
Burkina Faso,Phosphorus apparent intake of All food groups,mg/cap/d,1421.0
Burkina Faso,Phosphorus apparent intake of All food groups (excluding beverages),mg/cap/d,1392.0
Burkina Faso,Phosphorus apparent intake of Cereals and their products,mg/cap/d,878.0
Burkina Faso,"Phosphorus apparent intake of Roots, tubers, plantains and their products",mg/cap/d,6.0
Burkina Faso,"Phosphorus apparent intake of Pulses, seeds and nuts and their products",mg/cap/d,184.0
Burkina Faso,Phosphorus apparent intake of Milk and milk products,mg/cap/d,18.0
Burkina Faso,Phosphorus apparent intake of Eggs and their products,mg/cap/d,2.0
Burkina Faso,"Phosphorus apparent intake of Fish, shellfish and their products",mg/cap/d,54.0
Burkina Faso,Phosphorus apparent intake of Meat and meat products,mg/cap/d,18.0
Burkina Faso,Phosphorus apparent intake of Vegetables and their products,mg/cap/d,37.0
Burkina Faso,Phosphorus apparent intake of Fruits and their products,mg/cap/d,3.0
Burkina Faso,Phosphorus apparent intake of Fats and oils,mg/cap/d,0.0
Burkina Faso,Phosphorus apparent intake of Sweets and sugars,mg/cap/d,4.0
Burkina Faso,Phosphorus apparent intake of Spices and condiments,mg/cap/d,14.0
Burkina Faso,Phosphorus apparent intake of Beverages,mg/cap/d,29.0
Burkina Faso,Phosphorus apparent intake of Foods for particular nutritional uses,mg/cap/d,0.0
Burkina Faso,Phosphorus apparent intake of Food additives,mg/cap/d,1.0
Burkina Faso,Phosphorus apparent intake of Miscellaneous,mg/cap/d,173.0
Burkina Faso,Potassium apparent intake of All food groups,mg/cap/d,2201.0
Burkina Faso,Potassium apparent intake of All food groups (excluding beverages),mg/cap/d,2100.0
Burkina Faso,Potassium apparent intake of Cereals and their products,mg/cap/d,941.0
Burkina Faso,"Potassium apparent intake of Roots, tubers, plantains and their products",mg/cap/d,41.0
Burkina Faso,"Potassium apparent intake of Pulses, seeds and nuts and their products",mg/cap/d,466.0
Burkina Faso,Potassium apparent intake of Milk and milk products,mg/cap/d,27.0
Burkina Faso,Potassium apparent intake of Eggs and their products,mg/cap/d,1.0
Burkina Faso,"Potassium apparent intake of Fish, shellfish and their products",mg/cap/d,36.0
Burkina Faso,Potassium apparent intake of Meat and meat products,mg/cap/d,27.0
Burkina Faso,Potassium apparent intake of Vegetables and their products,mg/cap/d,233.0
Burkina Faso,Potassium apparent intake of Fruits and their products,mg/cap/d,34.0
Burkina Faso,Potassium apparent intake of Fats and oils,mg/cap/d,0.0
Burkina Faso,Potassium apparent intake of Sweets and sugars,mg/cap/d,4.0
Burkina Faso,Potassium apparent intake of Spices and condiments,mg/cap/d,24.0
Burkina Faso,Potassium apparent intake of Beverages,mg/cap/d,101.0
Burkina Faso,Potassium apparent intake of Foods for particular nutritional uses,mg/cap/d,1.0
Burkina Faso,Potassium apparent intake of Food additives,mg/cap/d,3.0
Burkina Faso,Potassium apparent intake of Miscellaneous,mg/cap/d,260.0
Burkina Faso,Thiamin apparent intake of All food groups,mg/cap/d,1.32
Burkina Faso,Thiamin apparent intake of All food groups (excluding beverages),mg/cap/d,1.3
Burkina Faso,Thiamin apparent intake of Cereals and their products,mg/cap/d,0.83
Burkina Faso,"Thiamin apparent intake of Roots, tubers, plantains and their products",mg/cap/d,0.01
Burkina Faso,"Thiamin apparent intake of Pulses, seeds and nuts and their products",mg/cap/d,0.21
Burkina Faso,Thiamin apparent intake of Milk and milk products,mg/cap/d,0.01
Burkina Faso,Thiamin apparent intake of Eggs and their products,mg/cap/d,0.0
Burkina Faso,"Thiamin apparent intake of Fish, shellfish and their products",mg/cap/d,0.01
Burkina Faso,Thiamin apparent intake of Meat and meat products,mg/cap/d,0.01
Burkina Faso,Thiamin apparent intake of Vegetables and their products,mg/cap/d,0.04
Burkina Faso,Thiamin apparent intake of Fruits and their products,mg/cap/d,0.01
Burkina Faso,Thiamin apparent intake of Fats and oils,mg/cap/d,0.0
Burkina Faso,Thiamin apparent intake of Sweets and sugars,mg/cap/d,0.0
Burkina Faso,Thiamin apparent intake of Spices and condiments,mg/cap/d,0.01
Burkina Faso,Thiamin apparent intake of Beverages,mg/cap/d,0.02
Burkina Faso,Thiamin apparent intake of Foods for particular nutritional uses,mg/cap/d,0.0
Burkina Faso,Thiamin apparent intake of Food additives,mg/cap/d,0.0
Burkina Faso,Thiamin apparent intake of Miscellaneous,mg/cap/d,0.15
Burkina Faso,Riboflavin apparent intake of All food groups,mg/cap/d,0.74
Burkina Faso,Riboflavin apparent intake of All food groups (excluding beverages),mg/cap/d,0.69
Burkina Faso,Riboflavin apparent intake of Cereals and their products,mg/cap/d,0.37
Burkina Faso,"Riboflavin apparent intake of Roots, tubers, plantains and their products",mg/cap/d,0.0
Burkina Faso,"Riboflavin apparent intake of Pulses, seeds and nuts and their products",mg/cap/d,0.06
Burkina Faso,Riboflavin apparent intake of Milk and milk products,mg/cap/d,0.03
Burkina Faso,Riboflavin apparent intake of Eggs and their products,mg/cap/d,0.0
Burkina Faso,"Riboflavin apparent intake of Fish, shellfish and their products",mg/cap/d,0.02
Burkina Faso,Riboflavin apparent intake of Meat and meat products,mg/cap/d,0.02
Burkina Faso,Riboflavin apparent intake of Vegetables and their products,mg/cap/d,0.06
Burkina Faso,Riboflavin apparent intake of Fruits and their products,mg/cap/d,0.01
Burkina Faso,Riboflavin apparent intake of Fats and oils,mg/cap/d,0.0
Burkina Faso,Riboflavin apparent intake of Sweets and sugars,mg/cap/d,0.01
Burkina Faso,Riboflavin apparent intake of Spices and condiments,mg/cap/d,0.02
Burkina Faso,Riboflavin apparent intake of Beverages,mg/cap/d,0.05
Burkina Faso,Riboflavin apparent intake of Foods for particular nutritional uses,mg/cap/d,0.0
Burkina Faso,Riboflavin apparent intake of Food additives,mg/cap/d,0.0
Burkina Faso,Riboflavin apparent intake of Miscellaneous,mg/cap/d,0.09
Burkina Faso,Vitamin C apparent intake of All food groups,mg/cap/d,40.0
Burkina Faso,Vitamin C apparent intake of All food groups (excluding beverages),mg/cap/d,35.0
Burkina Faso,Vitamin C apparent intake of Cereals and their products,mg/cap/d,4.0
Burkina Faso,"Vitamin C apparent intake of Roots, tubers, plantains and their products",mg/cap/d,2.0
Burkina Faso,"Vitamin C apparent intake of Pulses, seeds and nuts and their products",mg/cap/d,0.0
Burkina Faso,Vitamin C apparent intake of Milk and milk products,mg/cap/d,0.0
Burkina Faso,Vitamin C apparent intake of Eggs and their products,mg/cap/d,0.0
Burkina Faso,"Vitamin C apparent intake of Fish, shellfish and their products",mg/cap/d,0.0
Burkina Faso,Vitamin C apparent intake of Meat and meat products,mg/cap/d,0.0
Burkina Faso,Vitamin C apparent intake of Vegetables and their products,mg/cap/d,15.0
Burkina Faso,Vitamin C apparent intake of Fruits and their products,mg/cap/d,6.0
Burkina Faso,Vitamin C apparent intake of Fats and oils,mg/cap/d,0.0
Burkina Faso,Vitamin C apparent intake of Sweets and sugars,mg/cap/d,0.0
Burkina Faso,Vitamin C apparent intake of Spices and condiments,mg/cap/d,0.0
Burkina Faso,Vitamin C apparent intake of Beverages,mg/cap/d,5.0
Burkina Faso,Vitamin C apparent intake of Foods for particular nutritional uses,mg/cap/d,0.0
Burkina Faso,Vitamin C apparent intake of Food additives,mg/cap/d,0.0
Burkina Faso,Vitamin C apparent intake of Miscellaneous,mg/cap/d,6.0
Burkina Faso,Vitamin B12 apparent intake of All food groups,µg/cap/d,2.79
Burkina Faso,Vitamin B12 apparent intake of All food groups (excluding beverages),µg/cap/d,2.73
Burkina Faso,Vitamin B12 apparent intake of Cereals and their products,µg/cap/d,0.0
Burkina Faso,"Vitamin B12 apparent intake of Roots, tubers, plantains and their products",µg/cap/d,0.01
Burkina Faso,"Vitamin B12 apparent intake of Pulses, seeds and nuts and their products",µg/cap/d,0.0
Burkina Faso,Vitamin B12 apparent intake of Milk and milk products,µg/cap/d,0.05
Burkina Faso,Vitamin B12 apparent intake of Eggs and their products,µg/cap/d,0.01
Burkina Faso,"Vitamin B12 apparent intake of Fish, shellfish and their products",µg/cap/d,1.88
Burkina Faso,Vitamin B12 apparent intake of Meat and meat products,µg/cap/d,0.2
Burkina Faso,Vitamin B12 apparent intake of Vegetables and their products,µg/cap/d,0.0
Burkina Faso,Vitamin B12 apparent intake of Fruits and their products,µg/cap/d,0.0
Burkina Faso,Vitamin B12 apparent intake of Fats and oils,µg/cap/d,0.0
Burkina Faso,Vitamin B12 apparent intake of Sweets and sugars,µg/cap/d,0.01
Burkina Faso,Vitamin B12 apparent intake of Spices and condiments,µg/cap/d,0.0
Burkina Faso,Vitamin B12 apparent intake of Beverages,µg/cap/d,0.06
Burkina Faso,Vitamin B12 apparent intake of Foods for particular nutritional uses,µg/cap/d,0.0
Burkina Faso,Vitamin B12 apparent intake of Food additives,µg/cap/d,0.0
Burkina Faso,Vitamin B12 apparent intake of Miscellaneous,µg/cap/d,0.56
Burkina Faso,Vitamin A apparent intake (retinol equivalents) of All food groups,µg/cap/d,461.0
Burkina Faso,Vitamin A apparent intake (retinol equivalents) of All food groups (excluding beverages),µg/cap/d,455.0
Burkina Faso,Vitamin A apparent intake (retinol equivalents) of Cereals and their products,µg/cap/d,17.0
Burkina Faso,"Vitamin A apparent intake (retinol equivalents) of Roots, tubers, plantains and their products",µg/cap/d,26.0
Burkina Faso,"Vitamin A apparent intake (retinol equivalents) of Pulses, seeds and nuts and their products",µg/cap/d,1.0
Burkina Faso,Vitamin A apparent intake (retinol equivalents) of Milk and milk products,µg/cap/d,8.0
Burkina Faso,Vitamin A apparent intake (retinol equivalents) of Eggs and their products,µg/cap/d,1.0
Burkina Faso,"Vitamin A apparent intake (retinol equivalents) of Fish, shellfish and their products",µg/cap/d,8.0
Burkina Faso,Vitamin A apparent intake (retinol equivalents) of Meat and meat products,µg/cap/d,4.0
Burkina Faso,Vitamin A apparent intake (retinol equivalents) of Vegetables and their products,µg/cap/d,77.0
Burkina Faso,Vitamin A apparent intake (retinol equivalents) of Fruits and their products,µg/cap/d,40.0
Burkina Faso,Vitamin A apparent intake (retinol equivalents) of Fats and oils,µg/cap/d,178.0
Burkina Faso,Vitamin A apparent intake (retinol equivalents) of Sweets and sugars,µg/cap/d,2.0
Burkina Faso,Vitamin A apparent intake (retinol equivalents) of Spices and condiments,µg/cap/d,6.0
Burkina Faso,Vitamin A apparent intake (retinol equivalents) of Beverages,µg/cap/d,6.0
Burkina Faso,Vitamin A apparent intake (retinol equivalents) of Foods for particular nutritional uses,µg/cap/d,0.0
Burkina Faso,Vitamin A apparent intake (retinol equivalents) of Food additives,µg/cap/d,0.0
Burkina Faso,Vitamin A apparent intake (retinol equivalents) of Miscellaneous,µg/cap/d,88.0
Burkina Faso,Vitamin A apparent intake (retinol activity equivalents) of All food groups,µg/cap/d,318.0
Burkina Faso,Vitamin A apparent intake (retinol activity equivalents) of All food groups (excluding beverages),µg/cap/d,313.0
Burkina Faso,Vitamin A apparent intake (retinol activity equivalents) of Cereals and their products,µg/cap/d,10.0
Burkina Faso,"Vitamin A apparent intake (retinol activity equivalents) of Roots, tubers, plantains and their products",µg/cap/d,13.0
Burkina Faso,"Vitamin A apparent intake (retinol activity equivalents) of Pulses, seeds and nuts and their products",µg/cap/d,0.0
Burkina Faso,Vitamin A apparent intake (retinol activity equivalents) of Milk and milk products,µg/cap/d,8.0
Burkina Faso,Vitamin A apparent intake (retinol activity equivalents) of Eggs and their products,µg/cap/d,1.0
Burkina Faso,"Vitamin A apparent intake (retinol activity equivalents) of Fish, shellfish and their products",µg/cap/d,8.0
Burkina Faso,Vitamin A apparent intake (retinol activity equivalents) of Meat and meat products,µg/cap/d,4.0
Burkina Faso,Vitamin A apparent intake (retinol activity equivalents) of Vegetables and their products,µg/cap/d,38.0
Burkina Faso,Vitamin A apparent intake (retinol activity equivalents) of Fruits and their products,µg/cap/d,20.0
Burkina Faso,Vitamin A apparent intake (retinol activity equivalents) of Fats and oils,µg/cap/d,137.0
Burkina Faso,Vitamin A apparent intake (retinol activity equivalents) of Sweets and sugars,µg/cap/d,2.0
Burkina Faso,Vitamin A apparent intake (retinol activity equivalents) of Spices and condiments,µg/cap/d,3.0
Burkina Faso,Vitamin A apparent intake (retinol activity equivalents) of Beverages,µg/cap/d,5.0
Burkina Faso,Vitamin A apparent intake (retinol activity equivalents) of Foods for particular nutritional uses,µg/cap/d,0.0
Burkina Faso,Vitamin A apparent intake (retinol activity equivalents) of Food additives,µg/cap/d,0.0
Burkina Faso,Vitamin A apparent intake (retinol activity equivalents) of Miscellaneous,µg/cap/d,70.0
Burkina Faso,"Food, edible, apparent consumption of Cereals and their products",g/cap/d,334.0
Burkina Faso,"Food, edible, apparent consumption of Roots, tubers, plantains and their products",g/cap/d,11.6
Burkina Faso,"Food, edible, apparent consumption of Pulses, seeds and nuts and their products",g/cap/d,44.7
Burkina Faso,"Food, edible, apparent consumption of Milk and milk products",g/cap/d,11.4
Burkina Faso,"Food, edible, apparent consumption of Eggs and their products",g/cap/d,1.0
Burkina Faso,"Food, edible, apparent consumption of Fish, shellfish and their products",g/cap/d,8.0
Burkina Faso,"Food, edible, apparent consumption of Meat and meat products",g/cap/d,9.8
Burkina Faso,"Food, edible, apparent consumption of Vegetables and their products",g/cap/d,56.7
Burkina Faso,"Food, edible, apparent consumption of Fruits and their products",g/cap/d,18.8
Burkina Faso,"Food, edible, apparent consumption of Fats and oils",g/cap/d,12.7
Burkina Faso,"Food, edible, apparent consumption of Sweets and sugars",g/cap/d,15.5
Burkina Faso,"Food, edible, apparent consumption of Spices and condiments",g/cap/d,10.0
Burkina Faso,"Food, edible, apparent consumption of Beverages",g/cap/d,136.9
Burkina Faso,"Food, edible, apparent consumption of Foods for particular nutritional uses",g/cap/d,0.1
Burkina Faso,"Food, edible, apparent consumption of Food additives",g/cap/d,0.3
Costa Rica,Energy apparent intake of All food groups,kcal/cap/d,1976.0
Costa Rica,Energy apparent intake of All food groups (excluding beverages),kcal/cap/d,1908.0
Costa Rica,Energy apparent intake of Cereals and their products,kcal/cap/d,596.0
Costa Rica,"Energy apparent intake of Roots, tubers, plantains and their products",kcal/cap/d,39.0
Costa Rica,"Energy apparent intake of Pulses, seeds and nuts and their products",kcal/cap/d,101.0
Costa Rica,Energy apparent intake of Milk and milk products,kcal/cap/d,97.0
Costa Rica,Energy apparent intake of Eggs and their products,kcal/cap/d,31.0
Costa Rica,"Energy apparent intake of Fish, shellfish and their products",kcal/cap/d,17.0
Costa Rica,Energy apparent intake of Meat and meat products,kcal/cap/d,131.0
Costa Rica,Energy apparent intake of Vegetables and their products,kcal/cap/d,29.0
Costa Rica,Energy apparent intake of Fruits and their products,kcal/cap/d,41.0
Costa Rica,Energy apparent intake of Fats and oils,kcal/cap/d,260.0
Costa Rica,Energy apparent intake of Sweets and sugars,kcal/cap/d,297.0
Costa Rica,Energy apparent intake of Spices and condiments,kcal/cap/d,33.0
Costa Rica,Energy apparent intake of Beverages,kcal/cap/d,68.0
Costa Rica,Energy apparent intake of Foods for particular nutritional uses,kcal/cap/d,3.0
Costa Rica,Energy apparent intake of Food additives,kcal/cap/d,0.0
Costa Rica,Energy apparent intake of Composite dishes,kcal/cap/d,105.0
Costa Rica,Energy apparent intake of Savoury snacks,kcal/cap/d,15.0
Costa Rica,Energy apparent intake of Miscellaneous,kcal/cap/d,111.0
Costa Rica,Protein apparent intake of All food groups,g/cap/d,57.8
Costa Rica,Protein apparent intake of All food groups (excluding beverages),g/cap/d,57.3
Costa Rica,Protein apparent intake of Cereals and their products,g/cap/d,13.1
Costa Rica,"Protein apparent intake of Roots, tubers, plantains and their products",g/cap/d,0.6
Costa Rica,"Protein apparent intake of Pulses, seeds and nuts and their products",g/cap/d,6.7
Costa Rica,Protein apparent intake of Milk and milk products,g/cap/d,6.1
Costa Rica,Protein apparent intake of Eggs and their products,g/cap/d,2.8
Costa Rica,"Protein apparent intake of Fish, shellfish and their products",g/cap/d,2.6
Costa Rica,Protein apparent intake of Meat and meat products,g/cap/d,14.0
Costa Rica,Protein apparent intake of Vegetables and their products,g/cap/d,1.1
Costa Rica,Protein apparent intake of Fruits and their products,g/cap/d,0.6
Costa Rica,Protein apparent intake of Fats and oils,g/cap/d,0.0
Costa Rica,Protein apparent intake of Sweets and sugars,g/cap/d,1.4
Costa Rica,Protein apparent intake of Spices and condiments,g/cap/d,0.7
Costa Rica,Protein apparent intake of Beverages,g/cap/d,0.5
Costa Rica,Protein apparent intake of Foods for particular nutritional uses,g/cap/d,0.1
Costa Rica,Protein apparent intake of Food additives,g/cap/d,0.0
Costa Rica,Protein apparent intake of Composite dishes,g/cap/d,3.6
Costa Rica,Protein apparent intake of Savoury snacks,g/cap/d,0.2
Costa Rica,Protein apparent intake of Miscellaneous,g/cap/d,3.8
Costa Rica,Fat apparent intake of All food groups,g/cap/d,64.9
Costa Rica,Fat apparent intake of All food groups (excluding beverages),g/cap/d,64.6
Costa Rica,Fat apparent intake of Cereals and their products,g/cap/d,5.1
Costa Rica,"Fat apparent intake of Roots, tubers, plantains and their products",g/cap/d,0.1
Costa Rica,"Fat apparent intake of Pulses, seeds and nuts and their products",g/cap/d,1.1
Costa Rica,Fat apparent intake of Milk and milk products,g/cap/d,4.9
Costa Rica,Fat apparent intake of Eggs and their products,g/cap/d,2.1
Costa Rica,"Fat apparent intake of Fish, shellfish and their products",g/cap/d,0.6
Costa Rica,Fat apparent intake of Meat and meat products,g/cap/d,7.8
Costa Rica,Fat apparent intake of Vegetables and their products,g/cap/d,0.3
Costa Rica,Fat apparent intake of Fruits and their products,g/cap/d,0.5
Costa Rica,Fat apparent intake of Fats and oils,g/cap/d,28.8
Costa Rica,Fat apparent intake of Sweets and sugars,g/cap/d,3.3
Costa Rica,Fat apparent intake of Spices and condiments,g/cap/d,2.4
Costa Rica,Fat apparent intake of Beverages,g/cap/d,0.3
Costa Rica,Fat apparent intake of Foods for particular nutritional uses,g/cap/d,0.2
Costa Rica,Fat apparent intake of Food additives,g/cap/d,0.0
Costa Rica,Fat apparent intake of Composite dishes,g/cap/d,2.8
Costa Rica,Fat apparent intake of Savoury snacks,g/cap/d,0.9
Costa Rica,Fat apparent intake of Miscellaneous,g/cap/d,3.5
Costa Rica,Carbohydrate (available) apparent intake of All food groups,g/cap/d,280.8
Costa Rica,Carbohydrate (available) apparent intake of All food groups (excluding beverages),g/cap/d,266.3
Costa Rica,Carbohydrate (available) apparent intake of Cereals and their products,g/cap/d,122.7
Costa Rica,"Carbohydrate (available) apparent intake of Roots, tubers, plantains and their products",g/cap/d,8.3
Costa Rica,"Carbohydrate (available) apparent intake of Pulses, seeds and nuts and their products",g/cap/d,13.8
Costa Rica,Carbohydrate (available) apparent intake of Milk and milk products,g/cap/d,7.2
Costa Rica,Carbohydrate (available) apparent intake of Eggs and their products,g/cap/d,0.2
Costa Rica,"Carbohydrate (available) apparent intake of Fish, shellfish and their products",g/cap/d,0.1
Costa Rica,Carbohydrate (available) apparent intake of Meat and meat products,g/cap/d,1.1
Costa Rica,Carbohydrate (available) apparent intake of Vegetables and their products,g/cap/d,4.7
Costa Rica,Carbohydrate (available) apparent intake of Fruits and their products,g/cap/d,7.7
Costa Rica,Carbohydrate (available) apparent intake of Fats and oils,g/cap/d,0.1
Costa Rica,Carbohydrate (available) apparent intake of Sweets and sugars,g/cap/d,65.1
Costa Rica,Carbohydrate (available) apparent intake of Spices and condiments,g/cap/d,2.1
Costa Rica,Carbohydrate (available) apparent intake of Beverages,g/cap/d,14.5
Costa Rica,Carbohydrate (available) apparent intake of Foods for particular nutritional uses,g/cap/d,0.4
Costa Rica,Carbohydrate (available) apparent intake of Food additives,g/cap/d,0.0
Costa Rica,Carbohydrate (available) apparent intake of Composite dishes,g/cap/d,15.7
Costa Rica,Carbohydrate (available) apparent intake of Savoury snacks,g/cap/d,1.6
Costa Rica,Carbohydrate (available) apparent intake of Miscellaneous,g/cap/d,15.4
Costa Rica,Dietary Fibre apparent intake of All food groups,g/cap/d,16.4
Costa Rica,Dietary Fibre apparent intake of All food groups (excluding beverages),g/cap/d,15.7
Costa Rica,Dietary Fibre apparent intake of Cereals and their products,g/cap/d,3.6
Costa Rica,"Dietary Fibre apparent intake of Roots, tubers, plantains and their products",g/cap/d,1.0
Costa Rica,"Dietary Fibre apparent intake of Pulses, seeds and nuts and their products",g/cap/d,4.6
Costa Rica,Dietary Fibre apparent intake of Milk and milk products,g/cap/d,0.0
Costa Rica,Dietary Fibre apparent intake of Eggs and their products,g/cap/d,0.0
Costa Rica,"Dietary Fibre apparent intake of Fish, shellfish and their products",g/cap/d,0.0
Costa Rica,Dietary Fibre apparent intake of Meat and meat products,g/cap/d,0.0
Costa Rica,Dietary Fibre apparent intake of Vegetables and their products,g/cap/d,1.5
Costa Rica,Dietary Fibre apparent intake of Fruits and their products,g/cap/d,1.7
Costa Rica,Dietary Fibre apparent intake of Fats and oils,g/cap/d,0.0
Costa Rica,Dietary Fibre apparent intake of Sweets and sugars,g/cap/d,0.6
Costa Rica,Dietary Fibre apparent intake of Spices and condiments,g/cap/d,0.4
Costa Rica,Dietary Fibre apparent intake of Beverages,g/cap/d,0.7
Costa Rica,Dietary Fibre apparent intake of Foods for particular nutritional uses,g/cap/d,0.0
Costa Rica,Dietary Fibre apparent intake of Food additives,g/cap/d,0.0
Costa Rica,Dietary Fibre apparent intake of Composite dishes,g/cap/d,1.1
Costa Rica,Dietary Fibre apparent intake of Savoury snacks,g/cap/d,0.1
Costa Rica,Dietary Fibre apparent intake of Miscellaneous,g/cap/d,1.0
Costa Rica,Calcium apparent intake of All food groups,mg/cap/d,505.0
Costa Rica,Calcium apparent intake of All food groups (excluding beverages),mg/cap/d,491.0
Costa Rica,Calcium apparent intake of Cereals and their products,mg/cap/d,78.0
Costa Rica,"Calcium apparent intake of Roots, tubers, plantains and their products",mg/cap/d,4.0
Costa Rica,"Calcium apparent intake of Pulses, seeds and nuts and their products",mg/cap/d,33.0
Costa Rica,Calcium apparent intake of Milk and milk products,mg/cap/d,209.0
Costa Rica,Calcium apparent intake of Eggs and their products,mg/cap/d,12.0
Costa Rica,"Calcium apparent intake of Fish, shellfish and their products",mg/cap/d,5.0
Costa Rica,Calcium apparent intake of Meat and meat products,mg/cap/d,11.0
Costa Rica,Calcium apparent intake of Vegetables and their products,mg/cap/d,20.0
Costa Rica,Calcium apparent intake of Fruits and their products,mg/cap/d,11.0
Costa Rica,Calcium apparent intake of Fats and oils,mg/cap/d,1.0
Costa Rica,Calcium apparent intake of Sweets and sugars,mg/cap/d,25.0
Costa Rica,Calcium apparent intake of Spices and condiments,mg/cap/d,18.0
Costa Rica,Calcium apparent intake of Beverages,mg/cap/d,14.0
Costa Rica,Calcium apparent intake of Foods for particular nutritional uses,mg/cap/d,3.0
Costa Rica,Calcium apparent intake of Food additives,mg/cap/d,2.0
Costa Rica,Calcium apparent intake of Composite dishes,mg/cap/d,25.0
Costa Rica,Calcium apparent intake of Savoury snacks,mg/cap/d,2.0
Costa Rica,Calcium apparent intake of Miscellaneous,mg/cap/d,32.0
